locode,locode_alias,name,name_alias,wni_country_code,wni_area_code,latitude,longitude,timezone,has_berth,has_port_forecast
AEAUH,AEKHL,ABU DHABI,MINA KHALIFA,AE,ABU,24.5271,54.3529,Asia/Dubai,Yes,Yes
AEDUB,,DUBAI,,AE,DUB,25.27,55.273,Asia/Dubai,Yes,Yes
AEDXB,,DAS ISLAND,,,,25.1305,52.889,Asia/Dubai,No,No
AEFAT,,FATEH TERMINAL,,,,25.5833,54.4167,Asia/Dubai,No,No
AEFJR,,FUJAIRAH,AL FUJAIRAH,,,25.1791,56.3661,Asia/Dubai,Yes,No
AEHTL,,HULAYLAH TERMINAL,,,,25.9739,55.9364,Asia/Dubai,No,No
AEHZP,AEHAM,HAMRIYA,AL HAMRIYA,,,25.4792,55.485,Asia/Dubai,No,No
AEJEA,,JEBEL ALI,,AE,JBA,25.0269,55.0397,Asia/Dubai,Yes,Yes
AEJED,,JEBEL DHANA,,,,24.2168,52.587,Asia/Dubai,No,No
AEKLF,,KHOR AL FAKKAN,,,,25.3613,56.3663,Asia/Dubai,Yes,No
AEMBS,,MUBARRAS TERMIANAL,,,,24.4333,53.5167,Asia/Dubai,No,No
AEMSA,,MINA SAQR,,,,25.977,56.0499,Asia/Dubai,No,No
AEMUB,,MUBAREK TERMINAL,,,,25.8169,55.1838,Asia/Dubai,No,No
AERWP,,RUWAIS,,,,24.1526,52.7499,Asia/Dubai,No,No
AESHJ,,SHARJAH,,AE,SHJ,25.3746,55.3793,Asia/Dubai,Yes,Yes
AEZUR,,ZIRKU,ZIRKU ISLAND,,,24.8685,53.1012,Asia/Dubai,No,No
AGSJO,,ST JOHN'S,,,,17.1228,-61.8542,America/Antigua,No,No
ALDRZ,,DURRES,,,,41.3077,19.4555,Europe/Athens,No,No
AOCAB,,CABINDA,,AO,CBN,-5.5434,12.1788,Africa/Luanda,Yes,Yes
AODAL,,DALIA TERMINAL,,,,-7.6833,11.7667,Africa/Luanda,No,No
AOGIR,,GIRASSOL TERMINAL,,,,-7.6331,11.6831,Africa/Luanda,No,No
AOGPO,,GREATER PLUTONIO TERMINAL,,,,-7.83,12.12,Africa/Luanda,No,No
AOKOT,,KUITO TERMINAL,,,,-5.9667,11.5,Africa/Luanda,No,No
AOLAD,,LUANDA,,AO,LUA,-8.7864,13.247,Africa/Luanda,Yes,Yes
AOLOB,,LOBITO,,AO,LOB,-12.345,13.5557,Africa/Luanda,Yes,Yes
AOMAL,,MALONGO TERMINAL,,AO,MOO,-5.2,12.05,Africa/Luanda,Yes,Yes
AOMSZ,,NAMIBE,,,,-15.1591,12.0786,Africa/Luanda,No,No
AOPAT,,PALANCA TERMINAL,,,,-6.95,12.4,Africa/Luanda,No,No
AOPAZ,,PAZFLOR OIL TERMINAL,,,,-7.51,12.11,Africa/Luanda,No,No
AOSZA,,SOYO,,AO,SOY,-6.1136,12.3231,Africa/Luanda,Yes,Yes
ARBHI,,BAHIA BLANCA,,,,-38.7885,-62.2889,America/Argentina/Buenos_Aires,No,No
ARBUE,,BUENOS AIRES,,AR,BUA,-34.5826,-58.3597,America/Argentina/Buenos_Aires,Yes,Yes
ARCLC,,CALETA CORDOVA,,,,-45.7408,-67.3598,America/Argentina/Catamarca,No,No
ARCMP,,CAMPANA,,,,-34.1501,-58.94,America/Argentina/Buenos_Aires,No,No
ARCON,,CONCEPCION,,,,-32.4799,-58.2032,America/Argentina/Cordoba,No,No
ARCRD,,COMODORO RIVADAVIA,,,,-45.8602,-67.4545,America/Argentina/Catamarca,No,No
ARDME,,DIAMANTE,,,,-32.0658,-60.6593,America/Argentina/Cordoba,No,No
ARLIM,,LIMA,,,,-33.96,-59.1878,America/Argentina/Buenos_Aires,No,No
ARLPG,,LA PLATA,EVA PERON,,,-34.8278,-57.8786,America/Argentina/Buenos_Aires,No,No
ARMDQ,,MAR DEL PLATA,,AR,MDP,-38.0404,-57.5282,America/Argentina/Buenos_Aires,Yes,Yes
ARNEC,,NECOCHEA,,,,-38.5826,-58.6936,America/Argentina/Buenos_Aires,No,No
ARPLO,,PUNTA LOYOLA,,,,-51.601,-68.9329,America/Argentina/Rio_Gallegos,No,No
ARPMY,,PUERTO MADRYN,,AR,MDRY,-42.7471,-65.0241,America/Argentina/Catamarca,Yes,Yes
ARPRS,,PUERTO ROSALES,,,,-38.9037,-62.0982,America/Argentina/Buenos_Aires,No,No
ARPUD,,PUERTO DESEADO,,AR,PUD,-47.7586,-65.9116,America/Argentina/Rio_Gallegos,Yes,Yes
ARRAM,,RAMALLO,,,,-33.476,-59.989,America/Argentina/Buenos_Aires,No,No
ARRIC,,RIO CULLEN TERMINAL,,,,-52.8,-68.2167,America/Argentina/Ushuaia,No,No
ARRLA,,RECALDE,,,,-35.2,-56.3,America/Argentina/Buenos_Aires,No,No
ARROS,,ROSARIO,,,,-32.871,-60.684,America/Argentina/Cordoba,No,No
ARSLO,,SAN LORENZO,,,,-32.7361,-60.7232,America/Argentina/Cordoba,No,No
ARSNS,,SAN NICOLAS,,,,-33.348,-60.1718,America/Argentina/Buenos_Aires,No,No
ARSSN,,SAN SEBASTIAN TERMINAL,,,,-53.3073,-68.2751,America/Argentina/Ushuaia,No,No
ARUSH,,USHUAIA,,AR,USU,-54.8116,-68.2963,America/Argentina/Ushuaia,Yes,Yes
ARZAE,,ZARATE,,AR,ZAR,-34.1464,-58.9746,America/Argentina/Buenos_Aires,Yes,Yes
ASPPG,,PAGO PAGO,,,,-14.2757,-170.6726,Pacific/Pago_Pago,No,No
AUABP,,ABBOT POINT,,,,-19.8821,148.0822,Australia/Brisbane,No,No
AUADL,AUPAE,ADELAIDE,PORT ADELAIDE,AU,PAD,-34.8425,138.5005,Australia/Adelaide,Yes,Yes
AUALH,,ALBANY,PORT ALBANY,,,-35.0343,117.8896,Australia/Perth,No,No
AUARD,,ARDROSSAN,,,,-34.4391,137.9272,Australia/Adelaide,No,No
AUBBG,,BING BONG,,,,-15.6217,136.3915,Australia/Darwin,No,No
AUBEL,,BELL BAY,,,,-41.1404,146.8577,Australia/Hobart,No,No
AUBME,,BROOME,,,,-17.9968,122.2245,Australia/Perth,No,No
AUBNE,,BRISBANE,,AU,BRI,-27.4443,153.1041,Australia/Brisbane,Yes,Yes
AUBTB,,BOTANY BAY,,AU,SDY,-33.9805,151.2001,Australia/Sydney,Yes,Yes
AUBUY,,BUNBURY,,,,-33.3136,115.6469,Australia/Perth,No,No
AUBWB,,BARROW ISLAND,,,,-20.8013,115.4584,Australia/Perth,No,No
AUBWT,,BURNIE,,,,-41.0538,145.9159,Australia/Hobart,No,No
AUCCU,,CAPE CUVIER,,,,-24.219,113.3923,Australia/Perth,No,No
AUCNS,,CAIRNS,,,,-16.9171,145.7832,Australia/Brisbane,No,No
AUCOP,,COSSACK PIONEER,,,,-19.5833,116.45,Australia/Perth,No,No
AUCPN,,CAPE PRESTON,,,,-20.8301,116.1953,Australia/Perth,No,No
AUCQP,,CAPE FLATTERY,,,,-14.9933,145.3608,Australia/Brisbane,No,No
AUDAM,,DAMPIER,,,,-20.6426,116.721,Australia/Perth,No,No
AUDRW,,DARWIN,,,,-12.4721,130.8473,Australia/Darwin,No,No
AUEPR,,ESPERANCE,,,,-33.8687,121.9016,Australia/Perth,No,No
AUFRE,,FREMANTLE,,AU,FRM,-32.0549,115.7305,Australia/Perth,Yes,Yes
AUGET,,GERALDTON,,,,-28.7685,114.6019,Australia/Perth,No,No
AUGEX,,GEELONG,,,,-38.1356,144.3726,Australia/Melbourne,No,No
AUGLT,,GLADSTONE,,,,-23.8307,151.2522,Australia/Brisbane,No,No
AUGOV,,GOVE,,,,-12.2186,136.6562,Australia/Darwin,No,No
AUGTE,,GROOTE EYLANDT,,,,-13.8665,136.4062,Australia/Darwin,No,No
AUHAS,,HASTINGS,,,,-38.3031,145.2296,Australia/Melbourne,No,No
AUHBA,,HOBART,,,,-42.8838,147.3382,Australia/Hobart,No,No
AUHPT,,HAY POINT,DALRYMPLE BAY,,,-21.2591,149.3061,Australia/Brisbane,No,No
AUJAB,,JABIRU,,,,-11.9166,125,Australia/Perth,No,No
AUKRB,,KARUMBA,,,,-17.463,140.8133,Australia/Brisbane,No,No
AUKWI,,KWINANA,,,,-32.2337,115.7527,Australia/Perth,No,No
AULGT,,LEGENDRE TERMINAL,,,,-19.6833,116.717,Australia/Perth,No,No
AULNS,,LAUNCESTON,,,,-41.4345,147.1276,Australia/Hobart,No,No
AULUC,,LUCINDA,,,,-18.5206,146.3312,Australia/Brisbane,No,No
AUMCY,,MACKAY,,,,-21.1056,149.2285,Australia/Brisbane,No,No
AUMEL,,MELBOURNE,,AU,MEL,-37.8516,144.9134,Australia/Melbourne,Yes,Yes
AUMRL,,MOURILYAN,,,,-17.6,146.1346,Australia/Brisbane,No,No
AUNTL,,NEWCASTLE,,,,-32.922,151.7837,Australia/Sydney,Yes,No
AUONS,,ONSLOW,,,,-21.6329,115.1159,Australia/Perth,No,No
AUPBY,,PORT BONYTHON,,,,-33.0033,137.7773,Australia/Adelaide,No,No
AUPGI,,PORT GILES,,,,-35.0219,137.776,Australia/Adelaide,No,No
AUPHE,,PORT HEDLAND,,,,-20.3144,118.5703,Australia/Perth,No,No
AUPKE,,PORT KEMBLA,,,,-34.4671,150.9031,Australia/Sydney,No,No
AUPLA,,PORT LATTA,,,,-40.845,145.3831,Australia/Hobart,No,No
AUPLC,,PORT LINCOLN,,,,-34.7409,135.8849,Australia/Adelaide,No,No
AUPLN,,"PORTLAND,AU",,,,-38.3476,141.6193,Australia/Melbourne,No,No
AUPPI,,PORT PIRIE,,,,-33.1361,138.0164,Australia/Adelaide,No,No
AUPWL,,PORT WALCOTT,,,,-20.5884,117.1758,Australia/Perth,No,No
AUQDN,,EDEN,,,,-37.0724,149.9058,Australia/Melbourne,No,No
AUSHB,,SHARK BAY,,,,-24.915,113.6421,Australia/Perth,No,No
AUSMT,,SALADIN TERMINAL,,,,-21.4,115.05,Australia/Perth,No,No
AUSPB,,SPRING BAY,,,,-42.5623,147.9146,Australia/Hobart,No,No
AUSTG,,STAG TERMINAL,,,,-20.2833,116.25,Australia/Perth,No,No
AUSYD,,SYDNEY,,AU,SDY2,-33.8535,151.2035,Australia/Sydney,Yes,Yes
AUTHE,,THEVENARD,,,,-32.1368,133.6599,Australia/Adelaide,No,No
AUTIS,,THURSDAY ISLAND,,AU,THI,-10.5968,142.2217,Australia/Brisbane,Yes,Yes
AUTR0,,TORRES STRAIT,,,,-9.6592,142.2786,Australia/Brisbane,No,No
AUTSV,,TOWNSVILLE,,,,-19.2419,146.834,Australia/Brisbane,No,No
AUVAR,,VARANUS ISLAND TERMINAL,,,,-20.6333,115.6,Australia/Perth,No,No
AUVGH,,VAN GOGH,,,,-21.3999,114.0666,Australia/Perth,No,No
AUVIN,,VINCENT,,,,-21.4333,114.0667,Australia/Perth,No,No
AUWAL,,WALLAROO,,,,-33.924,137.6181,Australia/Adelaide,No,No
AUWAY,,WHYALLA,,,,-33.0196,137.6016,Australia/Adelaide,No,No
AUWBT,,WOOLLYBUTT TERMINAL,,,,-20.9,114.9,Australia/Perth,No,No
AUWEI,,WEIPA,,,,-12.6674,141.8547,Australia/Brisbane,No,No
AUWEP,,WESTERNPORT,,,,-38.3505,145.2271,Australia/Melbourne,No,No
AUWNB,,WITHNELL BAY,,,,-20.5779,116.7618,Australia/Perth,No,No
AUWNT,,WANDOO,,,,-20.1333,116.467,Australia/Perth,No,No
AUWYD,,WYNDHAM,,,,-15.4492,128.0902,Australia/Perth,No,No
AUYAM,,YAMPI SOUND,,,,-16.2166,123.55,Australia/Perth,No,No
AWBAR,,BARCADERA,,,,12.479,-69.9978,America/Aruba,No,No
AWORJ,,ORANJESTAD,,,,12.4813,-70.0063,America/Aruba,No,No
AWSNL,,SINT NICOLAAS,,,,12.4346,-69.931,America/Aruba,No,No
BBBGI,,BRIDGETOWN,,,,13.1045,-59.6325,America/Barbados,No,No
BDCGP,,CHITTAGONG,,BD,CHT,22.2717,91.8138,Asia/Dhaka,Yes,Yes
BDCHL,,CHALNA,,BD,CNA,22.5991,89.5226,Asia/Dhaka,Yes,Yes
BDMGL,,MONGLA,,,,22.4892,89.586,Asia/Dhaka,No,No
BEANR,,ANTWERP,,BE,ANT,51.2224,4.394,Europe/Brussels,Yes,Yes
BEBRU,,BRUSSELS,,,,50.866,4.3534,Europe/Brussels,No,No
BEGNE,,GHENT,,BE,GNT,51.0914,3.7349,Europe/Brussels,Yes,Yes
BEHEX,,HEMIKSEM,,,,51.1503,4.3298,Europe/Brussels,No,No
BEZEE,,ZEEBRUGGE,,BE,ZEE,51.3622,3.1932,Europe/Brussels,Yes,Yes
BGBOJ,,BOURGAS,,,,42.4713,27.4709,Europe/Sofia,No,No
BGVAR,,VARNA,,,,43.1866,27.919,Europe/Sofia,No,No
BHBAH,,BAHRAIN,,BH,BRN,26.1964,50.634,Asia/Bahrain,Yes,Yes
BHMIN,,MINA SULMAN PORT,,,,26.196,50.623,Asia/Bahrain,No,No
BHSIT,,SITRA,,,,26.1768,50.6652,Asia/Bahrain,No,No
BJCOO,,COTONOU,,BJ,CTU,6.3437,2.4309,Africa/Porto-Novo,Yes,Yes
BMBDA,,HAMILTON,,,,32.2873,-64.7908,Atlantic/Bermuda,No,No
BMFPT,,FREEPORT,,,,32.3331,-64.8271,Atlantic/Bermuda,No,No
BMSGE,,ST GEORGE,,,,32.3787,-64.658,Atlantic/Bermuda,No,No
BNLUM,,LUMUT,,,,4.7162,114.4392,Asia/Brunei,No,No
BNMUA,,MUARA,,BN,MHR,5.0419,115.0956,Asia/Brunei,Yes,Yes
BNSER,,SERIA,,,,4.6225,114.3094,Asia/Brunei,No,No
BQBON,,BONAIRE TERMINAL,,,,12.2186,-68.3846,America/Curacao,No,No
BQEUX,,SINT EUSTATIUS,,,,17.4947,-63.0068,America/Curacao,No,No
BRADR,,ANGRA DOS REIS,,,,-23.0169,-44.3138,America/Sao_Paulo,No,No
BRARB,,ARATU,,,,-12.7926,-38.49,America/Bahia,No,No
BRBAR,,BARRA DOS COQUEIROS,,,,-10.9762,-37.0302,America/Maceio,No,No
BRBEL,,BELEM,,,,-1.4435,-48.5005,America/Belem,No,No
BRCDO,,CABEDELO,,,,-6.9676,-34.8463,America/Fortaleza,No,No
BRFLN,,FLORIANOPOLIS,,,,-27.6092,-48.5541,America/Sao_Paulo,No,No
BRFNO,,FORNO,,,,-22.9758,-42.0218,America/Sao_Paulo,No,No
BRFOR,,FORTALEZA,,,,-3.7091,-38.4785,America/Fortaleza,No,No
BRGUA,,GUAMARE,,,,-5.0752,-36.3704,America/Fortaleza,No,No
BRGUI,,GUAIBA ISLAND,,,,-23.0151,-44.0317,America/Sao_Paulo,No,No
BRIBB,,IMBITUBA,,,,-28.224,-48.6539,America/Sao_Paulo,No,No
BRIGI,"BRSEP,BRSPB",ITAGUAI,"PORT OF ITAGUAI,PORTO DE ITAGUAI,SEPTIBA",BR,ITA,-22.9456,-43.8393,America/Sao_Paulo,Yes,Yes
BRIOA,,ITAPOA,,BR,ITPOA,-26.188,-48.5939,America/Sao_Paulo,Yes,Yes
BRIOS,,ILHEUS,,,,-14.7696,-39.0198,America/Bahia,No,No
BRITA,,ITACOATIARA,,,,-3.1551,-58.4517,America/Manaus,No,No
BRITJ,,ITAJAI,,BR,ITJ,-26.9126,-48.6437,America/Sao_Paulo,Yes,Yes
BRITQ,,ITAQUI,,,,-2.562,-44.381,America/Fortaleza,No,No
BRMAO,,MANAUS,,BR,MNS,-3.1389,-60.0313,America/Manaus,Yes,Yes
BRMCP,,MACAPA,,,,0.0268,-51.0482,America/Belem,Yes,No
BRMCZ,,MACEIO,,,,-9.6801,-35.7276,America/Maceio,No,No
BRMDD,,MADRE DE DEUS,,,,-12.7514,-38.623,America/Bahia,No,No
BRMGU,,MUNGUBA,,,,-0.9183,-52.4236,America/Santarem,No,No
BRNAT,,NATAL,,,,-5.7536,-35.198,America/Sao_Paulo,No,No
BRNVT,,NAVEGANTES,,BR,NVGNT,-26.8994,-48.6632,America/Sao_Paulo,Yes,Yes
BRPCL,,PORTOCEL,,,,-19.8444,-40.0518,America/Sao_Paulo,No,No
BRPEC,,PECEM,,BR,PEE,-3.527,-38.8018,America/Fortaleza,Yes,Yes
BRPMA,,PONTA DA MADEIRA,,,,-2.5645,-44.3814,America/Fortaleza,No,No
BRPNG,,PARANAGUA,,BR,PNG,-25.4993,-48.534,America/Sao_Paulo,Yes,Yes
BRPOA,,PORTO ALEGRE,,,,-30.0267,-51.2399,America/Sao_Paulo,No,No
BRPOU,,PONTA UBU,,,,-20.785,-40.5662,America/Sao_Paulo,No,No
BRREC,,RECIFE,,,,-8.066,-34.8647,America/Recife,No,No
BRRIG,,RIO GRANDE,,BR,RGB,-32.0541,-52.0645,America/Sao_Paulo,Yes,Yes
BRRIO,,RIO DE JANEIRO,,BR,RDJ,-22.9473,-43.1704,America/Sao_Paulo,Yes,Yes
BRSAN,,SANTANA,,,,-0.0634,-51.1682,America/Belem,Yes,No
BRSFS,,SAO FRANCISCO DO SUL,,,,-26.23,-48.4978,America/Sao_Paulo,No,No
BRSSA,,SALVADOR,,BR,SAL,-12.9708,-38.5159,America/Bahia,Yes,Yes
BRSSO,,SAO SEBASTIAO,,,,-23.8044,-45.3896,America/Sao_Paulo,No,No
BRSSZ,,SANTOS,,BR,STS,-23.9225,-46.3389,America/Sao_Paulo,Yes,Yes
BRSTM,,SANTAREM,,,,-2.4248,-54.6815,America/Santarem,No,No
BRSUA,,SUAPE,,BR,SUAP,-8.3991,-34.9371,America/Recife,Yes,Yes
BRSZG,,SAO LUIZ,,,,-2.5621,-44.3859,America/Fortaleza,No,No
BRTET,,TERMISA,,,,-4.816,-37.0333,America/Fortaleza,No,No
BRTMT,,TROMBETAS,,,,-1.4593,-56.3804,America/Santarem,No,No
BRTRM,,TRAMANDAI,,,,-29.9772,-50.117,America/Sao_Paulo,No,No
BRTTE,BRPRM,TUBARAO,PRAIA MOLE,,,-20.2978,-40.2456,America/Sao_Paulo,Yes,No
BRVIX,,VITORIA,,,,-20.3209,-40.299,America/Sao_Paulo,Yes,No
BRVLC,,VILA DO CONDE,,,,-1.5416,-48.7713,America/Belem,Yes,No
BSFPO,,FREEPORT,,BS,FRE,26.5278,-78.7645,America/Nassau,No,Yes
BSFPO,,FREEPORT,,BS,FRE,28.926,-95.2872,America/Chicago,Yes,Yes
BSNAS,,NASSAU,,,,25.0821,-77.3492,America/Nassau,No,No
BSSRP,,SOUTH RIDING POINT,,,,26.6172,-78.2286,America/Nassau,No,No
BZBGK,,BIG CREEK,,,,16.5013,-88.3998,America/Belize,Yes,No
BZBZE,,BELIZE CITY,,BZ,BZ,17.4772,-88.2022,America/Belize,Yes,Yes
CABCO,,BAIE COMEAU,,,,49.2294,-68.1304,America/Toronto,No,No
CABEC,,BECANCOUR,,,,46.409,-72.3819,America/Toronto,No,No
CABWD,,BOTWOOD,,,,49.1457,-55.322,America/St_Johns,No,No
CACAH,,CANSO ANCHORAGE,,,,45.4771,-61.2242,America/Halifax,No,No
CACAM,,CAMPBELL RIVER,,,,50.0295,-125.2403,America/Vancouver,No,No
CACBC,,COME BY CHANCE,,,,47.7969,-54.0136,America/St_Johns,No,No
CACBK,,CORNER BROOK,,,,48.9614,-57.9557,America/St_Johns,No,No
CACCB,,COWICHAN BAY,,,,48.7445,-123.625,America/Vancouver,No,No
CACHM,,CHEMAINUS,,,,48.9308,-123.7115,America/Vancouver,No,No
CACHV,,CHURCHILL,,,,58.7748,-94.2015,America/Winnipeg,No,No
CACPT,,CANAPORT,,,,45.1988,-65.9859,America/Moncton,No,No
CACRO,,CROFTON,,,,48.8706,-123.6387,America/Vancouver,No,No
CADHS,,DALHOUSIE,,,,48.0691,-66.3492,America/Toronto,No,No
CAGOR,,GOLD RIVER,,,,49.6692,-126.1212,America/Vancouver,No,No
CAGPE,,GASPE,,,,48.8318,-64.4615,America/Toronto,No,No
CAHAL,,HALIFAX,,CA,HAL,44.6503,-63.5698,America/Halifax,Yes,Yes
CAHMC,,HARMAC,,,,49.1482,-123.8759,America/Vancouver,No,No
CAHOD,,HOLYROOD,,,,47.3936,-53.1309,America/St_Johns,No,No
CAHSP,,HAVRE-SAINT-PIERRE,,,,50.235,-63.6161,America/Toronto,No,No
CAJDS,,SOREL,,,,46.0536,-73.1147,America/Toronto,No,No
CAKTM,,KITIMAT,,,,53.9899,-128.6849,America/Vancouver,No,No
CAMNI,,MILNE,,,,71.897,-80.9008,America/Iqaluit,No,No
CAMTR,,MONTREAL,,CA,MTL,45.5439,-73.5243,America/Toronto,Yes,Yes
CANEW,,NEW WESTMINSTER,,,,49.1978,-122.9105,America/Vancouver,No,No
CANNO,,NANAIMO,,,,49.1667,-123.9263,America/Vancouver,No,No
CAPAB,,PORT ALBERNI,,,,49.2331,-124.8169,America/Vancouver,No,No
CAPAF,,PORT ALFRED,,,,48.3359,-70.8571,America/Toronto,No,No
CAPCA,,PORT CARTIER,,,,50.0136,-66.8127,America/Toronto,No,No
CAPHK,,PORT HAWKESBURY,,,,45.609,-61.3592,America/Halifax,No,No
CAPMO,,PORT MOODY,,,,49.2892,-122.8611,America/Vancouver,No,No
CAPNO,,POINTE NOIRE,,,,50.1643,-66.4612,America/Toronto,No,No
CAPRR,,PRINCE RUPERT,,,,54.3216,-130.3208,America/Vancouver,No,No
CAPTU,,POINT TUPPER,,,,45.6107,-61.3752,America/Halifax,No,No
CAQUE,,QUEBEC,,,,46.8266,-71.1988,America/Toronto,No,No
CARTB,,ROBERT'S BANK,,,,49.0145,-123.1438,America/Vancouver,No,No
CASEI,,SEPT ILES,SEVEN ISLANDS,,,50.1965,-66.385,America/Toronto,No,No
CASHH,,SHEET HARBOUR,,,,44.8988,-62.4908,America/Halifax,No,No
CASJB,,SAINT-JOHN,,,,45.2561,-66.0522,America/Moncton,No,No
CASQA,,SQUAMISH,,,,49.6819,-123.1731,America/Vancouver,No,No
CASTW,,STEWART,,,,55.9141,-130,America/Vancouver,No,No
CATOR,,TORONTO,,,,43.6305,-79.3463,America/Toronto,No,No
CATRR,,THREE RIVERS,,,,46.323,-72.5412,America/Toronto,No,No
CAVAN,,VANCOUVER,,CA,VBC,49.2958,-123.0978,America/Vancouver,Yes,Yes
CAWOO,,WOODFIBRE,,,,49.6518,-123.243,America/Vancouver,No,No
CAYZE,,GORE BAY,,,,45.9288,-82.4591,America/Toronto,No,No
CDBNW,,BANANA,,CD,BNN,-6.0053,12.4059,Africa/Kinshasa,Yes,Yes
CDBOA,,BOMA,,,,-5.8694,13.0624,Africa/Kinshasa,No,No
CDMAT,,MATADI,,CD,MTD,-5.8191,13.454,Africa/Kinshasa,Yes,Yes
CGDJE,,DJENO TERMINAL,,,,-4.9333,11.9,Africa/Brazzaville,No,No
CGPNR,,POINTE NOIRE,,CG,PNO,-4.7719,11.8345,Africa/Brazzaville,Yes,Yes
CGYOM,,YOMBO TERMINAL,,,,-4.45,11.1,Africa/Brazzaville,No,No
CIABJ,,ABIDJAN,,CI,ABJ,5.2795,-4.0159,Africa/Abidjan,Yes,Yes
CIBAO,,BAOBAB TERMINAL,,,,4.9666,-4.5333,Africa/Abidjan,No,No
CIESP,,ESPOIR TERMINAL,,,,5.2739,-4.0168,Africa/Abidjan,No,No
CISPY,,SAN PEDRO,,CI,SPEDRX,4.7363,-6.6099,Africa/Abidjan,Yes,Yes
CLANF,,ANTOFAGASTA,,,,-23.6503,-70.4094,America/Santiago,No,No
CLARI,,ARICA,,CL,ARC,-18.4717,-70.3248,America/Santiago,Yes,Yes
CLCAL,,CALETA PATILLOS,,,,-20.7401,-70.1985,America/Santiago,No,No
CLCBC,,CALBUCO,,,,-41.7738,-73.1506,America/Santiago,No,No
CLCHB,,CHACABUCO,,,,-45.4637,-72.8332,America/Santiago,No,No
CLCLD,,CALDERA,,,,-27.0427,-70.8397,America/Santiago,No,No
CLCNL,,CORONEL,,,,-37.0324,-73.1639,America/Santiago,No,No
CLCNR,,CHANARAL,,,,-26.3484,-70.6497,America/Santiago,No,No
CLCNX,,CABO NEGRO,,,,-53.1193,-70.857,America/Santiago,No,No
CLCOL,,CALETA COLOSO,,,,-23.7529,-70.4638,America/Santiago,No,No
CLCQQ,,COQUIMBO,,,,-29.9232,-71.3381,America/Santiago,No,No
CLCRR,,CORRAL,,,,-39.8379,-73.44,America/Santiago,No,No
CLGYC,,GUAYACAN,,,,-29.9644,-71.3709,America/Santiago,No,No
CLHSO,,HUASCO,,,,-28.4649,-71.2504,America/Santiago,No,No
CLIQQ,,IQUIQUE,,CL,IQC,-20.199,-70.1548,America/Santiago,Yes,Yes
CLLQN,,LIRQUEN,,,,-36.7092,-72.9857,America/Santiago,Yes,No
CLMIC,,MICHILLA,,,,-22.7148,-70.2911,America/Santiago,No,No
CLMJS,,MEJILLONES,,,,-23.0889,-70.4508,America/Santiago,No,No
CLPAG,,PUERTO ANGAMOS,,,,-51.7289,-72.517,America/Santiago,No,No
CLPAT,,CALETA PATACHE,,,,-20.7961,-70.2038,America/Santiago,No,No
CLPCK,,PECKET,,,,-52.9421,-71.2001,America/Santiago,No,No
CLPMC,,PUERTO MONTT,,,,-41.4862,-72.9608,America/Santiago,No,No
CLPTC,,PUNTA CHUNGO,,,,-31.8862,-71.509,America/Santiago,No,No
CLPUQ,,PUNTA ARENAS,,,,-53.1723,-70.9034,America/Santiago,No,No
CLQTV,,QUINTERO,,,,-32.7599,-71.5264,America/Santiago,No,No
CLSAI,,SAN ANTONIO (CHILE),,,,-33.5859,-71.6348,America/Santiago,No,No
CLSVE,,SAN VICENTE,,CL,SVE,-36.7398,-73.1552,America/Santiago,Yes,Yes
CLTAL,,TALCAHUANO,,,,-36.7378,-73.1466,America/Santiago,No,No
CLTOQ,,TOCOPILLA,,,,-22.091,-70.2116,America/Santiago,No,No
CLVAP,,VALPARAISO,,,,-33.0345,-71.6216,America/Santiago,Yes,No
CMDLA,,DOUALA,,CM,DOU,4.0576,9.692,Africa/Douala,Yes,Yes
CMEBT,,EBOME TERMINAL,,,,2.8027,9.8489,Africa/Douala,No,No
CMKBI,,KOME KRIBI,,,,2.9419,9.9022,Africa/Douala,No,No
CMKOL,,KOLE TERMINAL,,,,4.2158,8.5657,Africa/Douala,No,No
CMMOU,,MOUDI TERMINAL,,,,4.1333,8.45,Africa/Douala,No,No
CNBAN,,BAOSHAN,,,,31.4248,121.4783,Asia/Shanghai,No,No
CNBAY,,BAYUQUAN,,,,40.2767,122.0202,Asia/Shanghai,No,No
CNBHY,,BEIHAI,,,,21.4867,109.0866,Asia/Chongqing,No,No
CNBSP,,BASUO (DONGFANG),,,,19.1053,108.622,Asia/Chongqing,No,No
CNCFD,,CAOFEIDIAN TERMINAL,,,,38.7667,118.7,Asia/Shanghai,No,No
CNCGM,,CHONGMING,,,,31.6163,121.3887,Asia/Shanghai,No,No
CNCGU,,CHANGSHU,,,,31.7833,120.955,Asia/Shanghai,No,No
CNCJG,,CAOJING,,,,30.7465,121.437,Asia/Shanghai,No,No
CNCWN,,CHIWAN,,CN,CWN,22.4495,113.8869,Asia/Shanghai,Yes,Yes
CNCYH,,HAIMEN,,,,28.684,121.4599,Asia/Shanghai,No,No
CNCZX,,CHANGZHOU,,,,31.9673,120.0283,Asia/Shanghai,No,No
CNDCB,,DA CHANG BAY,,,,22.4753,113.8691,Asia/Shanghai,Yes,No
CNDDZ,,DANDONG,,,,40.113,124.3888,Asia/Shanghai,No,No
CNDFG,,DAFENG,,,,33.2848,120.8205,Asia/Shanghai,No,No
CNDLC,,DALIAN,,CN,DLN,38.9395,121.6605,Asia/Shanghai,Yes,Yes
CNDSN,,DONGSHAN,,,,23.702,117.5035,Asia/Shanghai,No,No
